Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Present Value of Customer
QM60216,Oregon,8906.991433,No,Extended,College,01-10-2011,Employed,M,58718,Suburban,Single,226,11,0,0,1,Personal Auto,Personal L3,Offer1,Agent,1084.8,Luxury Car,Medsize,-1084.8
NJ43658,California,22721.47396,No,Basic,Master,01-11-2011,Disabled,M,21724,Suburban,Married,198,4,51,0,2,Corporate Auto,Corporate L1,Offer1,Agent,1505.230405,Luxury SUV,Large,8592.769595
GL34504,California,9095.15235,No,Premium,High School or Below,1/19/11,Employed,F,65103,Suburban,Married,115,29,41,4,3,Personal Auto,Personal L3,Offer2,Branch,552.0,Four-Door Car,Small,4163.0
YX51934,California,4898.957331,No,Basic,High School or Below,2/22/11,Employed,F,55071,Urban,Married,61,10,14,0,5,Personal Auto,Personal L2,Offer3,Call Center,231.516063,Four-Door Car,Medsize,622.483937
FO83170,California,2916.380797,No,Basic,Doctor,02-03-2011,Employed,M,85817,Rural,Married,72,0,31,0,1,Personal Auto,Personal L1,Offer4,Agent,154.987759,Four-Door Car,Medsize,2077.012241
JW33458,California,5729.855012,No,Basic,Master,2/15/11,Employed,F,92254,Urban,Married,70,7,94,0,7,Corporate Auto,Corporate L3,Offer3,Call Center,245.593225,Four-Door Car,Medsize,6334.406775
JP10227,California,12280.76661,Yes,Premium,College,01-01-2011,Employed,M,88340,Suburban,Married,102,16,1,0,2,Corporate Auto,Corporate L2,Offer1,Branch,489.6,Two-Door Car,Medsize,-387.6
HX90683,California,2472.469209,Yes,Basic,College,1/20/11,Employed,F,63860,Urban,Married,62,26,81,0,1,Personal Auto,Personal L2,Offer2,Agent,208.598246,Four-Door Car,Medsize,4813.401754
UC19334,California,4698.345864,No,Extended,High School or Below,01-09-2011,Medical Leave,F,26411,Suburban,Married,126,25,9,1,1,Corporate Auto,Corporate L3,Offer3,Agent,604.8,SUV,Medsize,529.2
ED61615,California,7950.178237,No,Basic,High School or Below,1/21/11,Employed,M,26189,Suburban,Single,69,6,42,0,2,Personal Auto,Personal L2,Offer3,Agent,331.2,Four-Door Car,Small,2566.8
CB78049,California,3299.339339,No,Extended,College,01-07-2011,Employed,M,66114,Rural,Single,92,12,6,4,1,Personal Auto,Personal L2,Offer4,Branch,178.842061,Four-Door Car,Medsize,373.157939
OS70004,California,7506.779365,No,Premium,College,2/25/11,Employed,M,49561,Suburban,Single,193,4,35,0,1,Personal Auto,Personal L3,Offer1,Branch,926.4,SUV,Medsize,5828.6
SM67119,California,7123.694599,No,Basic,College,2/24/11,Disabled,F,16139,Suburban,Married,62,19,69,0,2,Personal Auto,Personal L3,Offer1,Branch,297.6,Four-Door Car,Large,3980.4
RO77709,California,8008.095994,No,Basic,High School or Below,1/26/11,Employed,M,63775,Urban,Married,100,29,3,0,3,Corporate Auto,Corporate L1,Offer2,Call Center,462.753151,SUV,Small,-162.753151
QT27514,California,5318.89664,Yes,Basic,Bachelor,01-12-2011,Employed,F,25134,Suburban,Married,67,3,0,0,6,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small,-321.6
ZT53375,California,5483.89085,No,Basic,Bachelor,01-07-2011,Employed,M,87777,Urban,Single,68,16,1,0,7,Personal Auto,Personal L2,Offer1,Branch,257.708912,Two-Door Car,Medsize,-189.708912
LB35863,California,7244.497284,No,Basic,Bachelor,1/16/11,Unemployed,F,0,Suburban,Single,103,1,51,0,3,Personal Auto,Personal L1,Offer2,Agent,494.4,SUV,Small,4758.6
JL95389,California,15558.44195,No,Basic,Bachelor,01-02-2011,Employed,F,62922,Suburban,Married,194,26,80,0,7,Corporate Auto,Corporate L3,Offer1,Agent,1121.633645,Luxury Car,Medsize,14398.366355
MF30956,California,8945.689398,No,Basic,College,01-06-2011,Employed,M,83761,Rural,Married,112,16,70,0,8,Corporate Auto,Corporate L2,Offer1,Web,270.227547,SUV,Medsize,7569.772453
FD36230,California,8441.667084,No,Basic,High School or Below,2/13/11,Employed,F,50801,Rural,Married,72,25,21,3,2,Personal Auto,Personal L2,Offer2,Agent,43.419028,Four-Door Car,Medsize,1468.580972
OE75629,California,2798.834343,No,Basic,College,1/29/11,Employed,M,48675,Suburban,Divorced,71,26,62,1,1,Corporate Auto,Corporate L3,Offer1,Web,340.8,Four-Door Car,Medsize,4061.2
VV97308,California,7522.900704,No,Basic,High School or Below,1/26/11,Employed,M,55916,Suburban,Married,63,23,41,0,2,Personal Auto,Personal L2,Offer4,Agent,302.4,Four-Door Car,Medsize,2280.6
LU17507,California,39033.08248,No,Basic,Bachelor,1/27/11,Unemployed,F,0,Suburban,Married,180,11,65,0,2,Personal Auto,Personal L2,Offer2,Call Center,864.0,Luxury SUV,Medsize,10836.0
TW11115,California,2594.7935,No,Basic,High School or Below,1/24/11,Employed,F,30064,Urban,Married,65,20,23,0,1,Personal Auto,Personal L3,Offer1,Agent,296.852419,Two-Door Car,Large,1198.147581
ND42562,California,8991.124186,No,Extended,High School or Below,1/25/11,Unemployed,M,0,Suburban,Single,127,29,25,0,4,Personal Auto,Personal L3,Offer2,Call Center,1176.285998,Sports Car,Large,1998.714002
FZ29605,California,2332.095228,No,Basic,College,2/21/11,Unemployed,M,0,Suburban,Single,67,4,99,0,1,Corporate Auto,Corporate L1,Offer3,Web,482.4,Four-Door Car,Small,6150.6
SC30127,California,9244.351881,No,Extended,Doctor,01-07-2011,Medical Leave,F,12081,Suburban,Divorced,82,18,18,0,2,Personal Auto,Personal L3,Offer3,Agent,548.064933,Two-Door Car,Medsize,927.935067
HI26883,California,6290.699249,No,Extended,Bachelor,1/21/11,Unemployed,M,0,Suburban,Single,95,11,23,0,5,Personal Auto,Personal L2,Offer1,Branch,684.0,Two-Door Car,Medsize,1501.0
EW15755,California,9880.097141,No,Extended,Master,01-08-2011,Employed,F,62326,Rural,Married,122,8,53,0,8,Personal Auto,Personal L1,Offer1,Agent,96.00936,SUV,Medsize,6369.99064
GH48839,California,11790.49617,Yes,Basic,College,01-03-2011,Retired,M,25251,Suburban,Divorced,66,13,43,0,2,Corporate Auto,Corporate L3,Offer2,Web,316.8,Four-Door Car,Medsize,2521.2
IX46908,California,5477.206072,No,Basic,College,2/28/11,Medical Leave,F,21289,Suburban,Married,71,15,98,0,3,Corporate Auto,Corporate L2,Offer2,Branch,340.8,Four-Door Car,Large,6617.2
OO89057,California,4014.332715,No,Extended,Master,2/17/11,Employed,F,54054,Rural,Married,99,7,55,0,1,Personal Auto,Personal L2,Offer2,Branch,5.661684,Four-Door Car,Medsize,5439.338316
LX95134,California,3674.56826,No,Extended,College,02-01-2011,Employed,F,84814,Suburban,Married,90,25,60,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,512.816507,Four-Door Car,Medsize,4887.183493
CX89767,California,4714.044733,No,Basic,High School or Below,1/17/11,Employed,F,46097,Urban,Married,61,9,73,4,3,Personal Auto,Personal L2,Offer2,Call Center,197.074966,Four-Door Car,Large,4255.925034
DI45039,California,2754.143877,No,Basic,College,01-03-2011,Employed,F,58705,Rural,Married,69,19,95,0,1,Personal Auto,Personal L2,Offer4,Web,48.956424,Two-Door Car,Medsize,6506.043576
AI14767,California,40688.53442,No,Basic,High School or Below,2/19/11,Employed,F,37455,Suburban,Married,114,13,57,0,2,Personal Auto,Personal L3,Offer4,Call Center,547.2,SUV,Small,5950.8
OJ38536,California,4563.859434,No,Basic,Doctor,1/13/11,Employed,F,62010,Suburban,Married,112,2,51,0,1,Personal Auto,Personal L3,Offer2,Agent,537.6,SUV,Medsize,5174.4
TI90592,California,7430.347681,No,Extended,College,1/21/11,Employed,M,61568,Urban,Married,93,3,36,0,3,Corporate Auto,Corporate L1,Offer1,Agent,240.818954,Four-Door Car,Medsize,3107.181046
UN63889,California,2644.983484,No,Basic,Bachelor,02-12-2011,Employed,M,90443,Urban,Divorced,66,11,15,0,1,Personal Auto,Personal L3,Offer3,Call Center,235.174197,Two-Door Car,Medsize,754.825803
FZ94690,California,26220.03266,No,Extended,High School or Below,1/15/11,Employed,M,24743,Suburban,Divorced,84,8,23,0,2,Personal Auto,Personal L2,Offer2,Branch,1008.03551,Four-Door Car,Small,923.96449
TL60066,California,2397.036098,Yes,Basic,High School or Below,1/29/11,Retired,F,22283,Suburban,Divorced,65,16,93,0,1,Personal Auto,Personal L1,Offer1,Branch,572.072106,Four-Door Car,Medsize,5472.927894
OL61964,California,5207.680496,No,Basic,Bachelor,2/16/11,Employed,M,74627,Urban,Married,65,21,61,0,6,Corporate Auto,Corporate L3,Offer1,Agent,176.735323,Four-Door Car,Medsize,3788.264677
DN77617,California,5907.078117,No,Basic,College,1/18/11,Employed,F,47306,Rural,Married,74,8,18,0,3,Corporate Auto,Corporate L2,Offer4,Branch,97.723235,Four-Door Car,Medsize,1234.276765
BV12771,California,27420.81318,No,Basic,College,2/27/11,Unemployed,M,0,Suburban,Married,112,23,20,0,2,Personal Auto,Personal L2,Offer3,Branch,537.6,SUV,Medsize,1702.4
NA14154,California,5044.857229,No,Basic,Bachelor,1/24/11,Employed,M,59292,Urban,Married,64,14,92,0,4,Corporate Auto,Corporate L3,Offer2,Call Center,218.491318,Two-Door Car,Medsize,5669.508682
ZO54248,California,3090.13236,No,Extended,High School or Below,1/17/11,Employed,F,23970,Rural,Married,77,13,19,0,1,Personal Auto,Personal L2,Offer2,Call Center,43.959921,Four-Door Car,Medsize,1419.040079
CW13886,California,8514.394994,No,Basic,College,1/26/11,Employed,M,48428,Urban,Married,72,8,5,1,2,Personal Auto,Personal L2,Offer2,Call Center,223.728018,Four-Door Car,Medsize,136.271982
TT63451,California,20925.89544,No,Basic,High School or Below,01-02-2011,Employed,F,44342,Suburban,Married,74,24,60,0,2,Personal Auto,Personal L3,Offer4,Branch,355.2,Four-Door Car,Medsize,4084.8
OW54561,California,3515.456573,No,Basic,College,2/21/11,Unemployed,M,0,Suburban,Single,103,30,13,2,1,Personal Auto,Personal L3,Offer3,Web,741.6,Sports Car,Small,597.4
EE34821,California,17666.56543,No,Basic,Bachelor,2/17/11,Unemployed,F,0,Suburban,Single,74,6,92,0,2,Corporate Auto,Corporate L1,Offer1,Web,355.2,Two-Door Car,Large,6452.8
ZB85648,California,30313.30977,No,Extended,College,1/22/11,Employed,F,67117,Urban,Single,85,10,38,0,2,Personal Auto,Personal L3,Offer4,Web,329.423177,Two-Door Car,Medsize,2900.576823
IE57921,California,4726.869327,Yes,Extended,Bachelor,01-10-2011,Medical Leave,F,13037,Suburban,Married,124,28,49,0,1,Personal Auto,Personal L2,Offer2,Agent,839.348464,SUV,Small,5236.651536
OY47486,California,5284.509533,No,Basic,College,2/25/11,Employed,M,71960,Rural,Single,67,12,40,0,9,Personal Auto,Personal L1,Offer2,Call Center,151.495249,Two-Door Car,Medsize,2528.504751
LV51815,California,2990.330995,No,Basic,High School or Below,02-11-2011,Employed,F,73137,Urban,Married,74,14,45,1,1,Corporate Auto,Corporate L3,Offer1,Branch,227.797105,Four-Door Car,Medsize,3102.202895
VU99672,California,3548.071725,No,Extended,College,02-04-2011,Unemployed,M,0,Urban,Married,96,10,77,0,1,Corporate Auto,Corporate L2,Offer1,Branch,446.122702,Four-Door Car,Large,6945.877298
SN69015,California,6371.320461,No,Extended,College,01-04-2011,Employed,M,23797,Suburban,Married,81,10,57,0,3,Personal Auto,Personal L2,Offer2,Web,388.8,Four-Door Car,Medsize,4228.2
UO54843,California,5372.351967,No,Basic,Bachelor,2/13/11,Employed,M,70286,Rural,Married,67,16,66,0,3,Corporate Auto,Corporate L3,Offer2,Web,130.143497,Four-Door Car,Medsize,4291.856503
ES34753,California,5165.202368,No,Extended,Master,1/25/11,Disabled,F,12904,Suburban,Married,132,17,31,0,1,Personal Auto,Personal L2,Offer1,Agent,633.6,SUV,Medsize,3458.4
KE91683,California,8264.747863,No,Basic,High School or Below,02-02-2011,Employed,F,42045,Rural,Married,103,7,12,0,3,Personal Auto,Personal L2,Offer1,Agent,40.839965,SUV,Medsize,1195.160035
YU23754,California,5193.770572,No,Basic,Master,1/16/11,Employed,F,24948,Urban,Married,65,3,51,0,4,Personal Auto,Personal L3,Offer2,Branch,280.352767,Four-Door Car,Medsize,3034.647233
AS77287,California,8099.571213,No,Basic,College,01-03-2011,Disabled,M,25452,Suburban,Single,107,20,60,0,3,Personal Auto,Personal L3,Offer1,Agent,954.688499,Sports Car,Medsize,5465.311501
PD36660,California,8845.073706,No,Basic,High School or Below,1/14/11,Employed,F,95850,Urban,Married,109,3,16,0,3,Corporate Auto,Corporate L1,Offer1,Agent,328.502498,Sports Car,Medsize,1415.497502
BQ20851,California,8295.977271,No,Basic,Master,2/23/11,Employed,M,73556,Urban,Divorced,104,31,4,0,9,Personal Auto,Personal L3,Offer1,Agent,497.684017,SUV,Medsize,-81.68401699999998
PW91494,California,9344.431622,No,Basic,High School or Below,2/18/11,Unemployed,F,0,Suburban,Married,64,25,96,1,2,Personal Auto,Personal L2,Offer2,Branch,307.2,Two-Door Car,Medsize,5836.8
NZ83890,California,5081.741976,No,Basic,High School or Below,02-04-2011,Unemployed,F,0,Rural,Married,69,17,76,0,7,Personal Auto,Personal L1,Offer3,Branch,93.697638,Two-Door Car,Medsize,5150.302362
QV24282,California,5363.531017,No,Basic,Bachelor,1/20/11,Employed,F,43879,Urban,Single,69,19,60,0,5,Corporate Auto,Corporate L3,Offer1,Branch,242.133552,Four-Door Car,Medsize,3897.8664479999998
YF67162,California,2429.600516,No,Basic,High School or Below,1/28/11,Employed,F,23941,Suburban,Married,61,12,1,0,1,Corporate Auto,Corporate L2,Offer3,Agent,292.8,Four-Door Car,Medsize,-231.8
YE20366,California,7183.071115,No,Basic,Bachelor,01-09-2011,Medical Leave,M,14390,Suburban,Single,65,16,4,0,2,Personal Auto,Personal L2,Offer1,Agent,402.778867,Four-Door Car,Medsize,-142.778867
PN77420,California,5376.88732,No,Basic,College,2/23/11,Employed,M,30039,Suburban,Single,70,21,52,0,9,Corporate Auto,Corporate L3,Offer3,Agent,498.612632,Four-Door Car,Medsize,3141.387368
CF26207,California,7019.177186,Yes,Basic,College,1/23/11,Retired,M,26806,Suburban,Married,63,32,19,0,2,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize,894.6
WH24638,California,7079.170237,No,Extended,College,2/28/11,Employed,F,24450,Urban,Married,90,4,65,0,4,Personal Auto,Personal L2,Offer3,Agent,250.959093,Four-Door Car,Medsize,5599.040907
YQ16427,California,2415.83485,No,Basic,High School or Below,02-03-2011,Unemployed,F,0,Suburban,Married,64,26,17,0,1,Personal Auto,Personal L3,Offer2,Web,360.217299,Four-Door Car,Large,727.782701
AZ90068,California,8193.160528,No,Basic,College,2/26/11,Employed,M,89219,Suburban,Single,73,12,9,4,2,Personal Auto,Personal L3,Offer2,Branch,350.4,Four-Door Car,Medsize,306.6
PL59209,California,6952.651187,No,Basic,College,1/16/11,Unemployed,F,0,Suburban,Single,73,2,38,3,2,Corporate Auto,Corporate L1,Offer2,Agent,525.6,Four-Door Car,Medsize,2248.4
VK93542,California,7465.980556,No,Basic,High School or Below,2/16/11,Unemployed,M,0,Suburban,Single,109,4,33,0,8,Personal Auto,Personal L3,Offer3,Branch,784.8,SUV,Medsize,2812.2
NE70589,California,13220.80421,No,Basic,College,1/20/11,Disabled,M,29504,Suburban,Married,117,24,90,0,2,Personal Auto,Personal L2,Offer1,Branch,809.039071,SUV,Medsize,9720.960929
AT52647,California,4014.9185,No,Basic,High School or Below,2/22/11,Unemployed,F,0,Suburban,Single,113,35,29,0,1,Personal Auto,Personal L1,Offer2,Call Center,1305.275432,SUV,Medsize,1971.724568
CW38361,California,8744.727173,No,Basic,Bachelor,02-10-2011,Employed,M,61706,Rural,Married,110,6,71,0,7,Corporate Auto,Corporate L3,Offer3,Call Center,223.905524,SUV,Small,7586.094476
BZ92811,California,5948.98896,No,Premium,High School or Below,2/20/11,Employed,F,88122,Suburban,Married,148,15,10,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,840.231575,SUV,Medsize,639.768425
ON68006,California,5520.149969,No,Basic,Bachelor,1/16/11,Employed,F,26129,Suburban,Divorced,70,4,38,0,3,Personal Auto,Personal L2,Offer1,Agent,419.187114,Four-Door Car,Medsize,2240.812886
VG58889,California,5040.775434,No,Basic,Bachelor,1/31/11,Disabled,F,22350,Suburban,Married,66,9,3,0,5,Corporate Auto,Corporate L3,Offer1,Agent,316.8,Two-Door Car,Large,-118.80000000000001
MI42935,California,5654.593045,No,Extended,Bachelor,01-04-2011,Unemployed,F,0,Suburban,Single,83,0,12,0,7,Personal Auto,Personal L2,Offer3,Call Center,597.6,Four-Door Car,Medsize,398.4
OS21957,California,8896.500265,No,Basic,High School or Below,1/21/11,Employed,F,26201,Rural,Married,112,4,48,0,8,Personal Auto,Personal L2,Offer4,Call Center,168.901895,SUV,Small,5207.098105
JG21385,California,8715.945469,No,Extended,Bachelor,2/25/11,Unemployed,M,0,Suburban,Single,84,33,20,0,2,Personal Auto,Personal L3,Offer3,Branch,604.8,Four-Door Car,Medsize,1075.2
CT62892,California,7868.808884,No,Basic,Bachelor,01-10-2011,Unemployed,F,0,Suburban,Married,107,28,14,0,7,Personal Auto,Personal L3,Offer1,Agent,513.6,SUV,Small,984.4
IE97795,California,6878.008403,No,Extended,High School or Below,02-05-2011,Employed,M,39020,Suburban,Married,87,0,4,0,5,Corporate Auto,Corporate L1,Offer3,Agent,485.01384,Four-Door Car,Small,-137.01384000000002
DM59629,California,6411.675304,No,Extended,Bachelor,02-08-2011,Employed,F,47606,Suburban,Divorced,81,24,50,0,4,Personal Auto,Personal L3,Offer3,Agent,388.8,Two-Door Car,Small,3661.2
SH48087,California,10144.3094,No,Extended,College,1/29/11,Medical Leave,F,27231,Suburban,Married,88,0,7,0,2,Personal Auto,Personal L2,Offer1,Branch,422.4,Four-Door Car,Medsize,193.60000000000002
WG93963,California,8575.961719,No,Extended,College,02-10-2011,Employed,F,39946,Suburban,Divorced,218,23,99,0,1,Personal Auto,Personal L1,Offer1,Branch,1046.4,Luxury SUV,Small,20535.6
OQ88395,California,4510.542608,No,Basic,College,02-04-2011,Employed,M,84300,Rural,Married,111,13,0,0,1,Corporate Auto,Corporate L3,Offer2,Branch,202.22495,SUV,Medsize,-202.22495
XH46220,California,3746.751625,Yes,Extended,College,2/26/11,Employed,F,41479,Rural,Married,94,14,38,1,1,Corporate Auto,Corporate L2,Offer2,Call Center,19.575683,Two-Door Car,Large,3552.424317
BK61065,California,5479.555081,Yes,Basic,Master,1/13/11,Employed,M,56005,Suburban,Married,68,31,30,1,3,Personal Auto,Personal L2,Offer1,Branch,326.4,Four-Door Car,Small,1713.6
UD87700,California,7164.011997,No,Basic,High School or Below,02-10-2011,Unemployed,M,0,Suburban,Single,108,19,97,0,9,Corporate Auto,Corporate L3,Offer1,Agent,1260.456194,SUV,Large,9215.543806
CO19402,California,13265.51039,No,Basic,Bachelor,01-09-2011,Employed,F,99617,Rural,Married,109,1,62,0,2,Personal Auto,Personal L2,Offer3,Agent,74.934678,SUV,Medsize,6683.065322
KJ29915,California,5246.278375,Yes,Basic,Bachelor,1/21/11,Employed,F,28909,Suburban,Married,66,15,66,0,8,Personal Auto,Personal L2,Offer1,Agent,456.702735,Two-Door Car,Medsize,3899.297265
JX52708,California,4556.068318,No,Basic,Bachelor,2/14/11,Medical Leave,M,25617,Suburban,Divorced,63,22,3,0,3,Personal Auto,Personal L3,Offer2,Call Center,302.4,Two-Door Car,Medsize,-113.39999999999998
OT42923,California,2751.250209,No,Basic,High School or Below,2/20/11,Employed,M,86788,Suburban,Single,70,32,68,0,1,Personal Auto,Personal L3,Offer2,Agent,336.0,Four-Door Car,Medsize,4424.0
DL34364,California,2914.09461,No,Extended,High School or Below,1/25/11,Disabled,M,28523,Suburban,Married,77,15,12,0,1,Corporate Auto,Corporate L1,Offer3,Agent,369.6,Four-Door Car,Large,554.4
WX16610,California,5824.767025,No,Basic,Bachelor,2/20/11,Employed,F,38492,Urban,Married,72,27,34,0,3,Personal Auto,Personal L3,Offer2,Branch,207.901654,Four-Door Car,Medsize,2240.0983459999998
NH76558,California,5755.18214,No,Basic,High School or Below,1/26/11,Employed,F,97657,Rural,Married,71,2,19,0,8,Personal Auto,Personal L2,Offer2,Branch,107.325235,Two-Door Car,Medsize,1241.674765
SQ14756,California,2424.690776,No,Basic,Master,1/29/11,Employed,M,49008,Suburban,Married,61,11,74,1,1,Personal Auto,Personal L1,Offer1,Branch,292.8,Four-Door Car,Medsize,4221.2
EP64069,California,5138.244998,No,Basic,Bachelor,01-08-2011,Employed,F,72264,Urban,Married,64,2,66,0,9,Corporate Auto,Corporate L3,Offer3,Web,272.649844,Four-Door Car,Medsize,3951.350156
IS63817,California,6047.02516,Yes,Extended,College,2/19/11,Employed,M,20396,Suburban,Married,76,15,60,1,4,Corporate Auto,Corporate L2,Offer1,Branch,364.8,Four-Door Car,Medsize,4195.2
UC83161,California,6106.468745,No,Premium,High School or Below,01-04-2011,Employed,F,60234,Rural,Married,152,14,98,0,1,Personal Auto,Personal L2,Offer3,Web,136.217066,SUV,Medsize,14759.782934
DL45122,California,3329.887725,No,Extended,Bachelor,2/17/11,Employed,M,75556,Suburban,Married,84,24,78,0,1,Corporate Auto,Corporate L3,Offer2,Agent,498.927007,Four-Door Car,Small,6053.072993
KB90953,California,40132.01135,No,Extended,Bachelor,2/24/11,Employed,F,98710,Urban,Married,123,21,42,0,2,Personal Auto,Personal L2,Offer2,Branch,587.391029,Sports Car,Medsize,4578.608971
EX72956,California,5095.365993,No,Basic,Bachelor,1/27/11,Employed,F,69461,Rural,Single,64,7,61,0,6,Personal Auto,Personal L2,Offer3,Branch,101.417253,Two-Door Car,Large,3802.582747
YN15016,California,4471.747876,No,Basic,High School or Below,2/26/11,Unemployed,M,0,Suburban,Single,68,35,98,2,9,Personal Auto,Personal L3,Offer1,Branch,489.6,Four-Door Car,Medsize,6174.4
GW56797,California,8773.507548,No,Extended,High School or Below,02-06-2011,Unemployed,M,0,Suburban,Single,87,24,53,0,2,Personal Auto,Personal L3,Offer4,Branch,626.4,Four-Door Car,Medsize,3984.6
QR57842,California,10351.37265,No,Extended,College,01-07-2011,Employed,F,73895,Suburban,Married,129,2,31,0,7,Corporate Auto,Corporate L1,Offer4,Branch,825.416826,SUV,Medsize,3173.583174
TB53616,California,10408.96865,Yes,Basic,High School or Below,2/18/11,Retired,M,20228,Suburban,Divorced,101,3,43,1,2,Personal Auto,Personal L3,Offer1,Branch,523.815839,SUV,Medsize,3819.184161
JN10602,California,8201.330033,No,Basic,Master,02-12-2011,Employed,F,81785,Suburban,Divorced,67,12,44,0,2,Personal Auto,Personal L2,Offer1,Agent,321.6,Four-Door Car,Large,2626.4
VI94769,California,2248.449633,Yes,Basic,Bachelor,1/29/11,Retired,F,24910,Suburban,Single,63,7,63,1,1,Personal Auto,Personal L1,Offer1,Branch,347.857619,Four-Door Car,Medsize,3621.142381
BQ60673,California,5205.024842,No,Basic,Bachelor,1/14/11,Employed,M,32946,Suburban,Married,66,13,7,0,6,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Two-Door Car,Small,145.2
JK68578,California,15306.13396,No,Basic,High School or Below,02-06-2011,Employed,F,83868,Rural,Married,189,30,91,0,7,Corporate Auto,Corporate L2,Offer1,Agent,134.836237,Luxury Car,Medsize,17064.163763
OI39449,California,8002.308333,Yes,Basic,College,01-11-2011,Unemployed,F,0,Suburban,Married,107,3,65,0,3,Personal Auto,Personal L2,Offer1,Agent,513.6,SUV,Medsize,6441.4
NJ29981,California,4553.185557,No,Extended,High School or Below,02-10-2011,Unemployed,M,0,Suburban,Married,124,1,43,0,1,Corporate Auto,Corporate L3,Offer1,Branch,714.494746,SUV,Medsize,4617.505254
ZO16199,California,5354.365535,No,Basic,High School or Below,2/16/11,Disabled,F,17099,Suburban,Married,69,13,28,0,9,Personal Auto,Personal L2,Offer1,Web,331.2,Four-Door Car,Small,1600.8
HB12866,California,7449.855125,No,Extended,High School or Below,2/26/11,Unemployed,F,0,Suburban,Single,206,7,82,0,1,Personal Auto,Personal L2,Offer2,Agent,1483.2,Luxury SUV,Large,15408.8
DQ19344,California,3112.049841,No,Extended,College,2/24/11,Employed,M,33046,Rural,Married,79,14,26,0,1,Personal Auto,Personal L3,Offer4,Branch,181.538354,Four-Door Car,Medsize,1872.461646
GH35369,California,4386.277558,Yes,Basic,College,02-11-2011,Retired,M,10621,Suburban,Single,67,28,22,0,5,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize,1152.4
QR26617,California,4865.848218,No,Basic,Bachelor,2/19/11,Employed,M,21498,Suburban,Married,63,23,72,0,9,Corporate Auto,Corporate L1,Offer2,Agent,302.4,Four-Door Car,Medsize,4233.6
QZ34525,California,6993.380588,No,Basic,Bachelor,2/21/11,Unemployed,M,0,Suburban,Single,66,7,59,0,2,Personal Auto,Personal L3,Offer1,Agent,439.701118,Four-Door Car,Medsize,3454.298882
IU62399,California,5860.48309,No,Basic,Bachelor,2/25/11,Employed,F,36889,Urban,Married,74,24,82,1,3,Personal Auto,Personal L2,Offer1,Agent,192.186026,Four-Door Car,Medsize,5875.813974
OH23893,California,9115.57169,No,Basic,Bachelor,2/15/11,Employed,F,69588,Rural,Married,114,19,45,0,6,Personal Auto,Personal L1,Offer1,Branch,173.080024,SUV,Medsize,4956.919976
ZX83542,California,5300.686394,No,Basic,Master,2/16/11,Disabled,M,26585,Urban,Married,69,26,23,0,4,Corporate Auto,Corporate L3,Offer1,Call Center,308.651195,Four-Door Car,Large,1278.348805
CO16841,California,3630.269217,No,Basic,Bachelor,2/16/11,Unemployed,F,0,Suburban,Single,101,34,53,0,1,Corporate Auto,Corporate L2,Offer2,Web,727.2,SUV,Small,4625.8
MV81355,California,8819.018934,Yes,Basic,High School or Below,01-10-2011,Employed,M,99845,Suburban,Married,110,23,25,1,8,Personal Auto,Personal L2,Offer2,Branch,528.0,SUV,Medsize,2222.0
HU22390,California,5389.499465,Yes,Extended,College,01-07-2011,Employed,M,66429,Rural,Married,136,35,93,0,1,Corporate Auto,Corporate L3,Offer2,Agent,57.712985,Sports Car,Medsize,12590.287015
YS74016,California,3123.080994,Yes,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101,1,83,4,1,Personal Auto,Personal L2,Offer1,Agent,960.115399,SUV,Large,7422.884601
PU33703,California,2435.321545,No,Basic,College,2/17/11,Employed,F,43721,Suburban,Married,61,5,84,0,1,Personal Auto,Personal L2,Offer2,Branch,292.8,Four-Door Car,Small,4831.2
PJ59176,California,8754.233404,No,Basic,High School or Below,02-06-2011,Employed,M,51209,Rural,Married,109,35,3,0,6,Personal Auto,Personal L3,Offer1,Call Center,39.49793,SUV,Medsize,287.50207
ML68781,California,2628.563096,No,Basic,College,1/21/11,Employed,F,84498,Urban,Married,65,18,83,0,1,Personal Auto,Personal L3,Offer2,Branch,255.210049,Four-Door Car,Medsize,5139.789951
JI93499,California,6669.184698,No,Basic,High School or Below,1/17/11,Unemployed,M,0,Suburban,Married,65,30,5,1,2,Corporate Auto,Corporate L1,Offer3,Agent,312.0,Four-Door Car,Medsize,13.0
NY90858,California,6765.800532,No,Extended,College,2/24/11,Employed,M,59034,Urban,Married,85,0,85,0,3,Personal Auto,Personal L3,Offer1,Agent,378.75258,Four-Door Car,Medsize,6846.24742
